Date,Adj Close
,AAPL
2023-01-03,123.2112045288086
2023-01-04,124.48204803466797
2023-01-05,123.16194152832031
2023-01-06,127.69361877441406
2023-01-09,128.21571350097656
2023-01-10,128.7870635986328
2023-01-11,131.50607299804688
2023-01-12,131.42726135253906
2023-01-13,132.75718688964844
2023-01-17,133.91966247558594
2023-01-18,133.2005157470703
2023-01-19,133.2595977783203
2023-01-20,135.8209686279297
2023-01-23,139.0128173828125
2023-01-24,140.41172790527344
2023-01-25,139.75169372558594
2023-01-26,141.8204803466797
2023-01-27,143.7611846923828
2023-01-30,140.8747100830078
2023-01-31,142.14556884765625
2023-02-01,143.2686004638672
2023-02-02,148.57852172851562
2023-02-03,152.2038116455078
2023-02-06,149.4749755859375
2023-02-07,152.3515625
2023-02-08,149.6621551513672
2023-02-09,148.62777709960938
2023-02-10,148.99282836914062
2023-02-13,151.79490661621094
2023-02-14,151.153564453125
2023-02-15,153.255126953125
2023-02-16,151.65675354003906
2023-02-17,150.51223754882812
2023-02-21,146.49664306640625
2023-02-22,146.92088317871094
2023-02-23,147.40432739257812
2023-02-24,144.75027465820312
2023-02-27,145.94410705566406
2023-02-28,145.44091796875
2023-03-01,143.3689727783203
2023-03-02,143.96096801757812
2023-03-03,149.01255798339844
2023-03-06,151.775146484375
2023-03-07,149.57493591308594
2023-03-08,150.8279571533203
2023-03-09,148.57843017578125
2023-03-10,146.516357421875
2023-03-13,148.4600372314453
2023-03-14,150.5517120361328
2023-03-15,150.94638061523438
2023-03-16,153.76815795898438
2023-03-17,152.9295654296875
2023-03-20,155.29745483398438
2023-03-21,157.15235900878906
2023-03-22,155.72169494628906
2023-03-23,156.80702209472656
2023-03-24,158.1094207763672
2023-03-27,156.1657257080078
2023-03-28,155.5441436767578
2023-03-29,158.62246704101562
2023-03-30,160.1912078857422
2023-03-31,162.69728088378906
2023-04-03,163.95030212402344
2023-04-04,163.4175262451172
2023-04-05,161.57252502441406
2023-04-06,162.46051025390625
2023-04-10,159.86563110351562
2023-04-11,158.6520233154297
2023-04-12,157.96139526367188
2023-04-13,163.34844970703125
2023-04-14,163.00314331054688
2023-04-17,163.02285766601562
2023-04-18,164.2462921142578
2023-04-19,165.3908233642578
2023-04-20,164.42388916015625
2023-04-21,162.81568908691406
2023-04-24,163.12155151367188
2023-04-25,161.58238220214844
2023-04-26,161.57252502441406
2023-04-27,166.160400390625
2023-04-28,167.41342163085938
2023-05-01,167.3246307373047
2023-05-02,166.28866577148438
2023-05-03,165.2132110595703
2023-05-04,163.57537841796875
2023-05-05,171.25148010253906
2023-05-08,171.18238830566406
2023-05-09,169.4755096435547
2023-05-10,171.24160766601562
2023-05-11,171.4290771484375
2023-05-12,170.50033569335938
2023-05-15,170.00631713867188
2023-05-16,170.00631713867188
2023-05-17,170.618896484375
2023-05-18,172.9506072998047
2023-05-19,173.05926513671875
2023-05-22,172.1107940673828
2023-05-23,169.50242614746094
2023-05-24,169.7790985107422
2023-05-25,170.91531372070312
2023-05-26,173.32603454589844
2023-05-30,175.17361450195312
2023-05-31,175.12420654296875
2023-06-01,177.93014526367188
2023-06-02,178.77984619140625
2023-06-05,177.42626953125
2023-06-06,177.0607147216797
2023-06-07,175.68739318847656
2023-06-08,178.40440368652344
2023-06-09,178.7897186279297
2023-06-12,181.58575439453125
2023-06-13,181.1115264892578
2023-06-14,181.74383544921875
2023-06-15,183.77914428710938
2023-06-16,182.7022247314453
2023-06-20,182.7911376953125
2023-06-21,181.7537384033203
2023-06-22,184.75726318359375
2023-06-23,184.44113159179688
2023-06-26,183.0480194091797
2023-06-27,185.80458068847656
2023-06-28,186.98028564453125
2023-06-29,187.3162078857422
2023-06-30,191.6436767578125
2023-07-03,190.1517791748047
2023-07-05,189.03533935546875
2023-07-06,189.5095977783203
2023-07-07,188.39309692382812
2023-07-10,186.3479766845703
2023-07-11,185.8242950439453
2023-07-12,187.4940643310547
2023-07-13,188.2548065185547
2023-07-14,188.4030303955078
2023-07-17,191.6634521484375
2023-07-18,191.4065399169922
2023-07-19,192.7601318359375
2023-07-20,190.8137664794922
2023-07-21,189.6380157470703
2023-07-24,190.4383087158203
2023-07-25,191.29786682128906
2023-07-26,192.16734313964844
2023-07-27,190.9026641845703
2023-07-28,193.48138427734375
2023-07-31,194.09393310546875
2023-08-01,193.2640380859375
2023-08-02,190.27037048339844
2023-08-03,188.87725830078125
2023-08-04,179.807373046875
2023-08-07,176.70501708984375
2023-08-08,177.6436309814453
2023-08-09,176.05294799804688
2023-08-10,175.83555603027344
2023-08-11,175.89492797851562
2023-08-14,177.5471649169922
2023-08-15,175.55856323242188
2023-08-16,174.68795776367188
2023-08-17,172.1453399658203
2023-08-18,172.630126953125
2023-08-21,173.96572875976562
2023-08-22,175.3408966064453
2023-08-23,179.18943786621094
2023-08-24,174.49996948242188
2023-08-25,176.70619201660156
2023-08-28,178.2693634033203
2023-08-29,182.15745544433594
2023-08-30,185.64984130859375
2023-08-31,185.8674774169922
2023-09-01,187.44056701660156
2023-09-05,187.67799377441406
2023-09-06,180.9603729248047
2023-09-07,175.66737365722656
2023-09-08,176.28077697753906
2023-09-11,177.4481964111328
2023-09-12,174.4208526611328
2023-09-13,172.35311889648438
2023-09-14,173.86679077148438
2023-09-15,173.14456176757812
2023-09-18,176.072998046875
2023-09-19,177.1613006591797
2023-09-20,173.61944580078125
2023-09-21,172.07606506347656
2023-09-22,172.92691040039062
2023-09-25,174.20318603515625
2023-09-26,170.12710571289062
2023-09-27,168.61338806152344
2023-09-28,168.87063598632812
2023-09-29,169.38507080078125
2023-10-02,171.89801025390625
2023-10-03,170.56236267089844
2023-10-04,171.80897521972656
