Date,Adj Close
,META
2023-01-03,123.97571563720703
2023-01-04,126.58961486816406
2023-01-05,126.1622543334961
2023-01-06,129.22337341308594
2023-01-09,128.67674255371094
2023-01-10,132.1751708984375
2023-01-11,132.07579040527344
2023-01-12,135.87237548828125
2023-01-13,136.14071655273438
2023-01-17,134.53067016601562
2023-01-18,132.20498657226562
2023-01-19,135.31582641601562
2023-01-20,138.51608276367188
2023-01-23,142.3922119140625
2023-01-24,142.2629852294922
2023-01-25,140.633056640625
2023-01-26,146.39749145507812
2023-01-27,150.81028747558594
2023-01-30,146.15896606445312
2023-01-31,148.05723571777344
2023-02-01,152.18185424804688
2023-02-02,187.61341857910156
2023-02-03,185.38714599609375
2023-02-06,184.9199981689453
2023-02-07,190.44593811035156
2023-02-08,182.3061065673828
2023-02-09,176.82989501953125
2023-02-10,173.08299255371094
2023-02-13,178.3306427001953
2023-02-14,178.38034057617188
2023-02-15,176.07455444335938
2023-02-16,171.38348388671875
2023-02-17,171.82078552246094
2023-02-21,171.02566528320312
2023-02-22,170.07154846191406
2023-02-23,170.9859161376953
2023-02-24,169.3460235595703
2023-02-27,168.50123596191406
2023-02-28,173.8681640625
2023-03-01,172.3574676513672
2023-03-02,173.46067810058594
2023-03-03,184.11497497558594
2023-03-06,183.7671356201172
2023-03-07,183.37950134277344
2023-03-08,183.83668518066406
2023-03-09,180.5767822265625
2023-03-10,178.41014099121094
2023-03-13,179.7916259765625
2023-03-14,192.8312530517578
2023-03-15,196.53839111328125
2023-03-16,203.67437744140625
2023-03-17,194.41151428222656
2023-03-20,196.59803771972656
2023-03-21,200.92138671875
2023-03-22,198.5857696533203
2023-03-23,203.0283966064453
2023-03-24,204.74778747558594
2023-03-27,201.59722900390625
2023-03-28,199.45042419433594
2023-03-29,204.09182739257812
2023-03-30,206.5665740966797
2023-03-31,210.64144897460938
2023-04-03,211.76455688476562
2023-04-04,213.40443420410156
2023-04-05,210.1842803955078
2023-04-06,214.7759552001953
2023-04-10,213.43423461914062
2023-04-11,212.5397491455078
2023-04-12,212.68885803222656
2023-04-13,218.9999237060547
2023-04-14,220.13294982910156
2023-04-17,217.51904296875
2023-04-18,216.55499267578125
2023-04-19,214.37841796875
2023-04-20,211.76455688476562
2023-04-21,211.58563232421875
2023-04-24,211.4862518310547
2023-04-25,206.2783660888672
2023-04-26,208.1169891357422
2023-04-27,237.09835815429688
2023-04-28,238.84756469726562
2023-05-01,241.69003295898438
2023-05-02,237.77418518066406
2023-05-03,235.57774353027344
2023-05-04,232.08921813964844
2023-05-05,231.35379028320312
2023-05-08,231.84078979492188
2023-05-09,231.94015502929688
2023-05-10,231.65194702148438
2023-05-11,234.34532165527344
2023-05-12,232.37745666503906
2023-05-15,237.3965301513672
2023-05-16,237.3567657470703
2023-05-17,241.00428771972656
2023-05-18,245.33755493164062
2023-05-19,244.13497924804688
2023-05-22,246.79856872558594
2023-05-23,245.22824096679688
2023-05-24,247.68310546875
2023-05-25,251.1417694091797
2023-05-26,260.43450927734375
2023-05-30,260.91156005859375
2023-05-31,263.0980529785156
2023-06-01,270.9397277832031
2023-06-02,270.9397277832031
2023-06-05,269.7272033691406
2023-06-06,269.4588623046875
2023-06-07,261.98492431640625
2023-06-08,262.9589538574219
2023-06-09,263.3266906738281
2023-06-12,269.3892517089844
2023-06-13,269.6576232910156
2023-06-14,271.67523193359375
2023-06-15,280.103271484375
2023-06-16,279.2783508300781
2023-06-20,282.5879211425781
2023-06-21,279.9144592285156
2023-06-22,283.1345520019531
2023-06-23,286.9610290527344
2023-06-26,276.7637939453125
2023-06-27,285.291259765625
2023-06-28,283.54205322265625
2023-06-29,279.8050537109375
2023-06-30,285.2217102050781
2023-07-03,284.2675476074219
2023-07-05,292.5663757324219
2023-07-06,290.20098876953125
2023-07-07,288.7499694824219
2023-07-10,292.298095703125
2023-07-11,296.4624328613281
2023-07-12,307.4446716308594
2023-07-13,311.48974609375
2023-07-14,306.9775695800781
2023-07-17,308.71685791015625
2023-07-18,310.1380615234375
2023-07-19,314.0738525390625
2023-07-20,300.66650390625
2023-07-21,292.45709228515625
2023-07-24,289.82330322265625
2023-07-25,292.6658020019531
2023-07-26,296.7406921386719
2023-07-27,309.8002014160156
2023-07-28,323.4858093261719
2023-07-31,316.64794921875
2023-08-01,320.73272705078125
2023-08-02,312.3842468261719
2023-08-03,311.2711486816406
2023-08-04,308.8262023925781
2023-08-07,314.6204528808594
2023-08-08,310.7245178222656
2023-08-09,303.3399963378906
2023-08-10,303.8667297363281
2023-08-11,299.7918701171875
2023-08-14,304.3139953613281
2023-08-15,300.0999755859375
2023-08-16,292.4869079589844
2023-08-17,283.34332275390625
2023-08-18,281.5145263671875
2023-08-21,288.1238098144531
2023-08-22,285.8379211425781
2023-08-23,292.43719482421875
2023-08-24,284.99310302734375
2023-08-25,283.7507629394531
2023-08-28,288.48162841796875
2023-08-29,296.1642150878906
2023-08-30,293.2919616699219
2023-08-31,294.0771179199219
2023-09-01,294.56414794921875
2023-09-05,298.31103515625
2023-09-06,297.33697509765625
2023-09-07,296.840087890625
2023-09-08,296.0649108886719
2023-09-11,305.6755676269531
2023-09-12,299.8117370605469
2023-09-13,303.19091796875
2023-09-14,309.81011962890625
2023-09-15,298.4700012207031
2023-09-18,300.6962890625
2023-09-19,303.20086669921875
2023-09-20,297.8339538574219
2023-09-21,293.9180908203125
2023-09-22,297.2475280761719
2023-09-25,298.98681640625
2023-09-26,297.1283264160156
2023-09-27,295.915771484375
2023-09-28,302.09765625
2023-09-29,298.3706359863281
2023-10-02,304.9401550292969
2023-10-03,299.0961608886719
2023-10-04,303.70770263671875
2023-10-05,302.9225769042969
2023-10-06,313.49737548828125
2023-10-09,316.4093933105469
2023-10-10,319.86810302734375
2023-10-11,325.81146240234375
2023-10-12,322.17388916015625
2023-10-13,312.7619323730469
2023-10-16,319.18231201171875
2023-10-17,322.0148620605469
2023-10-18,315.0279541015625
2023-10-19,310.8934326171875
2023-10-20,306.7589416503906
2023-10-23,312.0860595703125
2023-10-24,310.635009765625
2023-10-25,297.6947937011719
2023-10-26,286.58331298828125
2023-10-27,294.9119567871094
2023-10-30,300.8056335449219
2023-10-31,299.42413330078125
2023-11-01,309.9393005371094
2023-11-02,308.9653015136719
2023-11-03,312.6724853515625
2023-11-06,313.8650817871094
2023-11-07,316.86663818359375
2023-11-08,317.8207702636719
2023-11-09,318.5859680175781
2023-11-10,326.7556457519531
2023-11-13,327.173095703125
2023-11-14,334.24945068359375
2023-11-15,330.67144775390625
2023-11-16,332.14239501953125
2023-11-17,332.9872741699219
2023-11-20,337.88702392578125
2023-11-21,334.91534423828125
2023-11-22,339.397705078125
2023-11-24,336.15771484375
2023-11-27,332.6493225097656
2023-11-28,336.91302490234375
2023-11-29,330.1646423339844
2023-11-30,325.1455993652344
2023-12-01,322.8298645019531
2023-12-04,318.0592346191406
2023-12-05,316.33984375
2023-12-06,315.5049743652344
2023-12-07,324.5889587402344
2023-12-08,330.71124267578125
2023-12-11,323.2870178222656
2023-12-12,332.1722412109375
2023-12-13,332.68902587890625
2023-12-14,331.12872314453125
2023-12-15,332.8679504394531
2023-12-18,342.508544921875
2023-12-19,348.21337890625
2023-12-20,347.13995361328125
2023-12-21,351.9205017089844
2023-12-22,351.2248229980469
2023-12-26,352.65594482421875
2023-12-27,355.6376037597656
2023-12-28,356.1246337890625
2023-12-29,351.7912902832031
2024-01-02,344.1683044433594
2024-01-03,342.3594665527344
2024-01-04,344.9931945800781
2024-01-05,349.79364013671875
2024-01-08,356.4625244140625
2024-01-09,355.2400207519531
2024-01-10,368.20013427734375
2024-01-11,367.4050598144531
2024-01-12,372.1954650878906
2024-01-16,365.2086181640625
2024-01-17,366.1130065917969
2024-01-18,373.8254699707031
2024-01-19,381.1006774902344
2024-01-22,379.4408264160156
2024-01-23,382.83990478515625
2024-01-24,388.30621337890625
2024-01-25,390.77099609375
2024-01-26,391.72515869140625
2024-01-29,398.5629577636719
2024-01-30,397.60882568359375
2024-01-31,387.7496643066406
2024-02-01,392.3612060546875
2024-02-02,472.0797424316406
2024-02-05,456.5951843261719
2024-02-06,451.9339599609375
2024-02-07,466.7127990722656
2024-02-08,467.1203308105469
2024-02-09,465.2418518066406
2024-02-12,466.0270690917969
