Date,Adj Close
,JPM
2023-01-03,125.49222564697266
2023-01-04,126.66244506835938
2023-01-05,126.63438415527344
2023-01-06,129.05760192871094
2023-01-09,128.52427673339844
2023-01-10,129.67510986328125
2023-01-11,130.6387939453125
2023-01-12,130.5077667236328
2023-01-13,133.80111694335938
2023-01-17,131.7334442138672
2023-01-18,127.77581787109375
2023-01-19,126.0730209350586
2023-01-20,126.38174438476562
2023-01-23,128.4307403564453
2023-01-24,129.5347442626953
2023-01-25,130.16160583496094
2023-01-26,130.9662322998047
2023-01-27,131.28433227539062
2023-01-30,130.17095947265625
2023-01-31,130.947509765625
2023-02-01,130.6013641357422
2023-02-02,129.99319458007812
2023-02-03,132.00474548339844
2023-02-06,132.7813262939453
2023-02-07,134.39991760253906
2023-02-08,133.4549560546875
2023-02-09,131.37789916992188
2023-02-10,131.9579620361328
2023-02-13,133.38949584960938
2023-02-14,133.9788818359375
2023-02-15,134.5402374267578
2023-02-16,132.68777465820312
2023-02-17,133.08071899414062
2023-02-21,130.6387939453125
2023-02-22,129.63766479492188
2023-02-23,130.6761932373047
2023-02-24,131.8550567626953
2023-02-27,133.005859375
2023-02-28,134.11923217773438
2023-03-01,133.37075805664062
2023-03-02,131.98606872558594
2023-03-03,134.40927124023438
2023-03-06,133.62338256835938
2023-03-07,129.6938018798828
2023-03-08,128.92657470703125
2023-03-09,121.94696807861328
2023-03-10,125.04386138916016
2023-03-13,122.79839324951172
2023-03-14,125.95135498046875
2023-03-15,120.00090789794922
2023-03-16,122.33058166503906
2023-03-17,117.70867156982422
2023-03-20,118.95304107666016
2023-03-21,122.1434555053711
2023-03-22,118.9904556274414
2023-03-23,118.67236328125
2023-03-24,116.86664581298828
2023-03-27,120.21613311767578
2023-03-28,120.58100128173828
2023-03-29,120.82425689697266
2023-03-30,120.4593734741211
2023-03-31,121.9189224243164
2023-04-03,121.77857971191406
2023-04-04,120.1506118774414
2023-04-05,120.32977294921875
2023-04-06,120.1977767944336
2023-04-10,120.59381103515625
2023-04-11,121.1878662109375
2023-04-12,121.16902160644531
2023-04-13,121.63104248046875
2023-04-14,130.8153839111328
2023-04-17,131.85263061523438
2023-04-18,133.33303833007812
2023-04-19,133.163330078125
2023-04-20,132.77670288085938
2023-04-21,132.5220947265625
2023-04-24,132.7012939453125
2023-04-25,129.8158416748047
2023-04-26,127.51504516601562
2023-04-27,129.2312469482422
2023-04-28,130.35333251953125
2023-05-01,133.1444549560547
2023-05-02,130.9945526123047
2023-05-03,128.2222442626953
2023-05-04,126.4683609008789
2023-05-05,128.93890380859375
